chr1	852882	852932	58.79	852932	6.99	6.00	0.00	1	29	50	0.5800000
chr1	875632	875782	60.72	875682	7.39	4.00	0.00	8	144	150	0.9600000
chr1	950832	951032	77.60	950882	11.45	5.00	0.00	4	119	200	0.5950000
chr1	960082	960182	77.53	960132	11.43	5.00	0.00	3	58	100	0.5800000
chr1	963732	963832	70.99	963782	9.75	6.00	0.00	4	94	100	0.9400000
chr1	975132	975182	61.94	975182	7.65	6.00	0.00	2	50	50	1.0000000
chr1	1009082	1009382	126.49	1009232	28.56	6.00	0.00	33	298	300	0.9933333
chr1	1041732	1041832	60.56	1041782	7.36	5.00	0.00	3	90	100	0.9000000
chr1	1302482	1302532	55.66	1302532	6.36	5.00	0.00	3	50	50	1.0000000
chr1	1315832	1316182	63.11	1316132	7.91	4.00	0.00	7	231	350	0.6600000
chr1	1365282	1365382	61.59	1365332	7.57	5.00	0.00	5	100	100	1.0000000
chr1	1440382	1440432	58.11	1440382	6.85	6.00	0.00	2	13	50	0.2600000
chr1	1479232	1479482	137.43	1479382	33.49	6.00	0.00	10	166	250	0.6640000
chr1	1500082	1500182	67.71	1500132	8.95	5.00	0.00	4	54	100	0.5400000
chr1	1714482	1714782	172.57	1714632	52.04	8.00	0.00	13	197	300	0.6566667
chr1	1790882	1791032	64.48	1790932	8.21	5.00	0.00	5	109	150	0.7266667
chr1	1829782	1829832	54.46	1829782	6.12	7.00	0.00	1	35	50	0.7000000
chr1	1850782	1850882	59.28	1850832	7.09	5.00	0.00	4	69	100	0.6900000
chr1	1933482	1933582	56.73	1933582	6.57	4.00	0.00	5	72	100	0.7200000
chr1	2040282	2040382	58.61	2040332	6.95	5.00	0.00	4	89	100	0.8900000
chr1	2056682	2056732	56.61	2056732	6.54	7.00	0.00	1	37	50	0.7400000
chr1	2091232	2091282	60.53	2091282	7.35	6.00	0.00	3	50	50	1.0000000
chr1	2121182	2121282	78.95	2121232	11.81	6.00	0.00	6	90	100	0.9000000
chr1	2243032	2243332	194.84	2243182	65.96	8.00	0.00	21	230	300	0.7666667
chr1	2361632	2361682	58.67	2361682	6.96	6.00	0.00	3	48	50	0.9600000
chr1	2399782	2399832	57.96	2399782	6.82	7.00	0.00	0	0	50	0.0000000
chr1	2425982	2426082	59.97	2426032	7.23	4.00	0.00	3	40	100	0.4000000
chr1	2498082	2498182	78.74	2498132	11.75	6.00	0.00	3	96	100	0.9600000
chr1	2515432	2515582	87.11	2515482	14.15	6.00	0.00	6	98	150	0.6533333
chr1	2718232	2718482	206.91	2718382	74.20	9.00	0.00	21	227	250	0.9080000
chr1	2774682	2774732	56.07	2774682	6.44	6.00	0.00	1	47	50	0.9400000
chr1	2827132	2827182	55.26	2827132	6.28	7.00	0.00	2	49	50	0.9800000
chr1	2831382	2831582	94.57	2831482	16.48	5.00	0.00	6	138	200	0.6900000
chr1	2834032	2834232	77.31	2834082	11.37	5.00	0.00	7	190	200	0.9500000
chr1	2855632	2855732	64.19	2855682	8.15	5.00	0.00	3	85	100	0.8500000
chr1	2906632	2906682	59.37	2906682	7.11	7.00	0.00	1	37	50	0.7400000
chr1	3059482	3059582	60.91	3059532	7.43	6.00	0.00	3	100	100	1.0000000
chr1	3191782	3191882	71.86	3191832	9.96	5.00	0.00	3	93	100	0.9300000
chr1	3250682	3250732	58.94	3250682	7.02	6.00	0.00	2	50	50	1.0000000
chr1	3254932	3255132	90.68	3254982	15.24	5.00	0.00	7	173	200	0.8650000
chr1	3276032	3276532	157.71	3276432	43.68	6.00	0.00	32	403	500	0.8060000
chr1	3282982	3283082	69.26	3283032	9.32	6.00	0.00	3	41	100	0.4100000
chr1	3371232	3371382	85.30	3371332	13.61	6.00	0.00	6	150	150	1.0000000
chr1	3410832	3410882	57.22	3410832	6.66	6.00	0.00	2	41	50	0.8200000
chr1	3456332	3456382	54.97	3456382	6.22	6.00	0.00	1	25	50	0.5000000
chr1	3541232	3541532	267.16	3541382	122.70	11.00	0.00	60	274	300	0.9133334
chr1	3633982	3634132	62.92	3634032	7.86	5.00	0.00	4	104	150	0.6933333
chr1	3663332	3663382	56.61	3663382	6.54	7.00	0.00	1	37	50	0.7400000
chr1	3708732	3708782	74.08	3708732	10.52	9.00	0.00	2	45	50	0.9000000
chr1	4142182	4142232	61.43	4142182	7.54	6.00	0.00	2	50	50	1.0000000
chr1	4515082	4515132	56.62	4515132	6.55	6.00	0.00	3	50	50	1.0000000
chr1	4995482	4995532	57.00	4995532	6.62	7.00	0.00	1	2	50	0.0400000
chr1	5127932	5127982	66.95	5127982	8.78	8.00	0.00	2	21	50	0.4200000
chr1	5158082	5158132	57.64	5158082	6.75	4.00	0.00	1	25	50	0.5000000
chr1	5159882	5159982	69.54	5159932	9.39	6.00	0.00	4	89	100	0.8900000
chr1	5251732	5251782	53.92	5251782	6.02	6.00	0.00	1	35	50	0.7000000
chr1	5373082	5373132	59.05	5373082	7.04	5.00	0.00	2	50	50	1.0000000
chr1	5491082	5491282	113.12	5491182	23.08	6.00	0.00	10	200	200	1.0000000
chr1	5507682	5507882	117.52	5507782	24.82	7.00	0.00	11	163	200	0.8150000
chr1	5510082	5510182	61.89	5510132	7.64	5.00	0.00	3	100	100	1.0000000
chr1	5546382	5546432	59.97	5546432	7.23	6.00	0.00	3	50	50	1.0000000
chr1	5611732	5611882	65.88	5611832	8.53	5.00	0.00	2	69	150	0.4600000
chr1	5656632	5656682	53.87	5656632	6.01	11.00	0.00	1	32	50	0.6400000
chr1	5658132	5658432	200.92	5658282	70.05	8.00	0.00	25	284	300	0.9466667
chr1	5718932	5719032	80.24	5718982	12.17	6.00	0.00	4	88	100	0.8800000
chr1	5727282	5727332	54.46	5727282	6.12	5.00	0.00	2	32	50	0.6400000
chr1	5748632	5748782	86.50	5748732	13.97	5.00	0.00	13	146	150	0.9733334
chr1	5798682	5798732	57.89	5798682	6.80	7.00	0.00	2	29	50	0.5800000
chr1	5882182	5882232	54.33	5882232	6.10	5.00	0.00	2	27	50	0.5400000
chr1	6009232	6009482	110.95	6009382	22.25	6.00	0.00	13	235	250	0.9400000
chr1	6218082	6218232	69.93	6218182	9.49	5.00	0.00	7	105	150	0.7000000
chr1	6453782	6453882	86.10	6453832	13.85	6.00	0.00	7	100	100	1.0000000
chr1	6469232	6469282	62.17	6469232	7.70	7.00	0.00	2	45	50	0.9000000
chr1	6472982	6473282	182.92	6473132	58.30	8.00	0.00	24	267	300	0.8900000
chr1	6661282	6661432	94.21	6661382	16.36	6.00	0.00	10	150	150	1.0000000
chr1	6671682	6671932	88.30	6671782	14.51	5.00	0.00	9	137	250	0.5480000
chr1	6970032	6970332	157.46	6970182	43.55	7.00	0.00	31	300	300	1.0000000
chr1	6988932	6989132	160.42	6989032	45.15	8.00	0.00	12	200	200	1.0000000
chr1	7019582	7019782	71.53	7019682	9.88	4.00	0.00	12	200	200	1.0000000
chr1	7020682	7020832	70.05	7020782	9.51	5.00	0.00	10	150	150	1.0000000
chr1	7139832	7139882	54.71	7139832	6.17	6.00	0.00	2	41	50	0.8200000
chr1	7167082	7167232	83.65	7167132	13.13	5.00	0.00	4	129	150	0.8600000
chr1	7213532	7213632	70.29	7213582	9.57	5.00	0.00	3	93	100	0.9300000
chr1	7251082	7251132	54.44	7251132	6.12	4.00	0.00	2	22	50	0.4400000
chr1	7258982	7259282	151.65	7259132	40.49	7.00	0.00	14	276	300	0.9200000
chr1	7322882	7323082	101.89	7322982	18.95	6.00	0.00	10	190	200	0.9500000
chr1	7392332	7392432	59.04	7392382	7.04	4.00	0.00	6	100	100	1.0000000
chr1	7400182	7400282	68.37	7400232	9.11	5.00	0.00	3	89	100	0.8900000
chr1	7449032	7449082	56.38	7449032	6.50	7.00	0.00	2	37	50	0.7400000
chr1	7507182	7507382	85.60	7507282	13.70	6.00	0.00	11	172	200	0.8600000
chr1	7507982	7508282	137.30	7508132	33.42	7.00	0.00	19	265	300	0.8833333
chr1	7529182	7529232	59.65	7529182	7.16	7.00	0.00	2	39	50	0.7800000
chr1	7551282	7551482	120.43	7551382	26.00	7.00	0.00	10	187	200	0.9350000
chr1	7576182	7576232	63.01	7576232	7.88	7.00	0.00	1	39	50	0.7800000
chr1	7670232	7670282	54.78	7670282	6.19	6.00	0.00	1	31	50	0.6200000
chr1	7711932	7711982	66.08	7711932	8.58	8.00	0.00	2	23	50	0.4600000
chr1	7729632	7729782	61.26	7729732	7.51	4.00	0.00	5	147	150	0.9800000
chr1	7791882	7791932	61.42	7791882	7.54	7.00	0.00	1	33	50	0.6600000
chr1	7833782	7833832	58.64	7833832	6.96	6.00	0.00	1	35	50	0.7000000
chr1	7873382	7873482	60.69	7873432	7.38	5.00	0.00	3	86	100	0.8600000
chr1	8066432	8066782	167.79	8066632	49.27	7.00	0.00	19	340	350	0.9714286
chr1	8118582	8118732	87.18	8118632	14.17	6.00	0.00	6	130	150	0.8666667
chr1	8121382	8121632	173.15	8121532	52.38	8.00	0.00	27	250	250	1.0000000
chr1	8148932	8148982	60.34	8148982	7.31	6.00	0.00	3	50	50	1.0000000
chr1	8242532	8242782	125.17	8242682	27.99	6.00	0.00	12	229	250	0.9160000
chr1	8262882	8262982	72.97	8262932	10.24	6.00	0.00	10	100	100	1.0000000
chr1	8272382	8272432	60.69	8272382	7.38	7.00	0.00	2	34	50	0.6800000
chr1	8298282	8298382	62.10	8298332	7.69	4.00	0.00	3	66	100	0.6600000
chr1	8319182	8319532	118.07	8319382	25.04	6.00	0.00	22	300	350	0.8571429
chr1	8319832	8319932	65.03	8319882	8.34	5.00	0.00	5	89	100	0.8900000
chr1	8372382	8372432	55.20	8372432	6.27	5.00	0.00	3	45	50	0.9000000
chr1	8415132	8415232	79.10	8415182	11.85	6.00	0.00	2	64	100	0.6400000
chr1	8430532	8430682	87.99	8430582	14.41	6.00	0.00	5	108	150	0.7200000
chr1	8472632	8472982	202.07	8472782	70.84	8.00	0.00	24	304	350	0.8685714
chr1	8543332	8543382	55.73	8543332	6.37	6.00	0.00	3	49	50	0.9800000
chr1	8586132	8586232	68.16	8586182	9.06	5.00	0.00	2	72	100	0.7200000
chr1	8621382	8621432	58.60	8621432	6.95	6.00	0.00	2	50	50	1.0000000
chr1	8689382	8689632	162.03	8689532	46.04	7.00	0.00	11	216	250	0.8640000
chr1	8762332	8762632	172.28	8762482	51.87	7.00	0.00	29	290	300	0.9666666
chr1	8802182	8802332	80.77	8802282	12.31	6.00	0.00	6	136	150	0.9066667
chr1	8950432	8950532	55.90	8950482	6.40	4.00	0.00	2	42	100	0.4200000
chr1	8952232	8952332	67.68	8952282	8.95	5.00	0.00	2	78	100	0.7800000
chr1	8978282	8978582	125.07	8978432	27.95	6.00	0.00	11	230	300	0.7666667
chr1	9173232	9173432	85.72	9173332	13.74	4.00	0.00	5	171	200	0.8550000
chr1	9202532	9202632	69.27	9202582	9.33	5.00	0.00	2	42	100	0.4200000
chr1	9254232	9254382	84.49	9254282	13.38	6.00	0.00	6	96	150	0.6400000
chr1	9391882	9392032	78.34	9391982	11.65	5.00	0.00	6	116	150	0.7733333
chr1	9448882	9448932	57.28	9448932	6.68	6.00	0.00	3	25	50	0.5000000
chr1	9565482	9565682	117.24	9565582	24.71	6.00	0.00	10	161	200	0.8050000
chr1	9710082	9710132	55.18	9710082	6.26	6.00	0.00	1	35	50	0.7000000
chr1	9815532	9815682	75.40	9815582	10.86	5.00	0.00	8	150	150	1.0000000
chr1	9903582	9903882	213.96	9903682	79.24	9.00	0.00	29	271	300	0.9033333
chr1	9923132	9923182	58.72	9923182	6.97	6.00	0.00	2	50	50	1.0000000
chr1	9960582	9960782	64.79	9960632	8.28	4.00	0.00	8	186	200	0.9300000
chr1	9970732	9970782	55.49	9970782	6.32	6.00	0.00	4	50	50	1.0000000
chr1	10116432	10116582	72.42	10116532	10.10	5.00	0.00	7	112	150	0.7466667
chr1	10171382	10171482	74.44	10171432	10.61	6.00	0.00	3	73	100	0.7300000
chr1	10695282	10695682	106.14	10695582	20.46	4.00	0.00	20	366	400	0.9150000
chr1	10735132	10735282	76.27	10735232	11.09	5.00	0.00	10	150	150	1.0000000
chr1	10770232	10770282	55.10	10770282	6.25	5.00	0.00	3	50	50	1.0000000
chr1	10770782	10770882	82.72	10770832	12.86	6.00	0.00	6	100	100	1.0000000
chr1	10784282	10784632	285.34	10784482	139.74	10.00	0.00	39	286	350	0.8171428
chr1	10853632	10853732	61.23	10853682	7.50	4.00	0.00	6	100	100	1.0000000
chr1	10947582	10947632	60.69	10947582	7.38	7.00	0.00	2	25	50	0.5000000
chr1	10953332	10953682	317.37	10953532	172.50	11.00	0.00	24	275	350	0.7857143
chr1	11018782	11019132	226.20	11018982	88.39	8.00	0.00	22	282	350	0.8057143
chr1	11097832	11097932	80.32	11097882	12.19	6.00	0.00	4	80	100	0.8000000
chr1	11140482	11140532	56.08	11140532	6.44	5.00	0.00	1	44	50	0.8800000
chr1	11196382	11196432	55.84	11196382	6.39	6.00	0.00	1	23	50	0.4600000
chr1	11197882	11197932	58.48	11197932	6.92	5.00	0.00	1	12	50	0.2400000
chr1	11322682	11322732	54.71	11322682	6.17	3.00	0.00	1	6	50	0.1200000
chr1	11434682	11434782	69.36	11434732	9.35	6.00	0.00	5	93	100	0.9300000
chr1	11464332	11464482	90.50	11464432	15.19	6.00	0.00	5	110	150	0.7333333
chr1	11665882	11666082	88.29	11665932	14.51	5.00	0.00	6	172	200	0.8600000
chr1	11691282	11691532	115.72	11691432	24.10	5.00	0.00	8	212	250	0.8480000
chr1	11692632	11692732	67.44	11692682	8.89	6.00	0.00	3	97	100	0.9700000
chr1	11969682	11969932	95.43	11969832	16.76	5.00	0.00	11	223	250	0.8920000
chr1	12040982	12041032	69.14	12040982	9.30	8.00	0.00	1	42	50	0.8400000
chr1	12109832	12110082	90.02	12109932	15.04	4.00	0.00	13	206	250	0.8240000
chr1	12203782	12204132	158.90	12203882	44.33	6.00	0.00	23	326	350	0.9314286
chr1	12314482	12314532	57.95	12314532	6.81	6.00	0.00	1	29	50	0.5800000
chr1	12458682	12458932	131.80	12458782	30.90	6.00	0.00	12	191	250	0.7640000
chr1	12536132	12536432	184.62	12536332	59.36	7.00	0.00	20	227	300	0.7566667
chr1	12538382	12538482	60.68	12538432	7.38	5.00	0.00	3	61	100	0.6100000
chr1	12545732	12545982	133.31	12545882	31.58	7.00	0.00	17	250	250	1.0000000
chr1	12588432	12588682	84.53	12588582	13.39	5.00	0.00	19	241	250	0.9640000
chr1	12609832	12610232	138.71	12610032	34.09	6.00	0.00	16	315	400	0.7875000
chr1	12655932	12656132	105.90	12656032	20.38	5.00	0.00	11	187	200	0.9350000
chr1	12660132	12660582	75.94	12660432	11.01	4.00	0.00	14	376	450	0.8355556
chr1	12675982	12676282	186.68	12676132	60.66	8.00	0.00	27	260	300	0.8666667
chr1	13782282	13782332	55.29	13782282	6.28	6.00	0.00	3	41	50	0.8200000
chr1	13904282	13904532	121.57	13904432	26.47	5.00	0.00	12	244	250	0.9760000
chr1	13931832	13931932	72.35	13931882	10.08	5.00	0.00	7	71	100	0.7100000
chr1	14133932	14133982	69.55	14133932	9.39	8.00	0.00	1	3	50	0.0600000
chr1	14353582	14353682	64.50	14353632	8.22	5.00	0.00	4	84	100	0.8400000
chr1	14617732	14617982	173.40	14617882	52.53	7.00	0.00	14	173	250	0.6920000
chr1	14670682	14670782	69.18	14670732	9.31	5.00	0.00	0	0	100	0.0000000
chr1	14687682	14687782	70.58	14687732	9.64	5.00	0.00	3	58	100	0.5800000
chr1	14748682	14748932	130.99	14748782	30.54	6.00	0.00	14	220	250	0.8800000
chr1	14751082	14751332	91.80	14751232	15.59	5.00	0.00	16	250	250	1.0000000
chr1	14825482	14825582	69.27	14825532	9.33	6.00	0.00	6	100	100	1.0000000
chr1	14876532	14876732	124.35	14876632	27.64	7.00	0.00	9	176	200	0.8800000
chr1	14960882	14961032	89.77	14960932	14.96	6.00	0.00	5	122	150	0.8133333
chr1	15026082	15026282	99.94	15026182	18.27	5.00	0.00	7	193	200	0.9650000
chr1	15064832	15065032	90.65	15064932	15.23	5.00	0.00	12	171	200	0.8550000
chr1	15252632	15252932	96.75	15252782	17.20	5.00	0.00	17	272	300	0.9066667
chr1	15303832	15304032	103.81	15303932	19.63	6.00	0.00	14	178	200	0.8900000
chr1	15342432	15342582	80.20	15342532	12.15	5.00	0.00	11	150	150	1.0000000
chr1	15343282	15344032	164.02	15343882	47.14	5.00	0.00	56	598	750	0.7973334
chr1	15478882	15478932	55.34	15478932	6.29	5.00	0.00	8	50	50	1.0000000
chr1	15556332	15556632	150.11	15556482	39.70	7.00	0.00	22	287	300	0.9566666
chr1	15611332	15611932	227.84	15611732	89.66	8.00	0.00	45	403	600	0.6716667
chr1	15720932	15721032	56.32	15720982	6.49	4.00	0.00	5	100	100	1.0000000
chr1	15761632	15761732	58.86	15761682	7.00	4.00	0.00	5	62	100	0.6200000
chr1	15784232	15784582	92.19	15784332	15.71	4.00	0.00	19	309	350	0.8828571
chr1	15928082	15928282	129.86	15928182	30.03	7.00	0.00	15	187	200	0.9350000
chr1	16029582	16029732	79.28	16029632	11.90	5.00	0.00	8	150	150	1.0000000
chr1	16068082	16068182	66.39	16068132	8.65	6.00	0.00	3	97	100	0.9700000
chr1	16266032	16266232	113.90	16266132	23.39	7.00	0.00	16	172	200	0.8600000
chr1	16321082	16321282	83.32	16321182	13.03	5.00	0.00	15	200	200	1.0000000
chr1	16324082	16324232	68.99	16324182	9.26	4.00	0.00	4	138	150	0.9200000
chr1	16330532	16330682	93.16	16330632	16.03	6.00	0.00	11	150	150	1.0000000
chr1	16382582	16382882	215.36	16382732	80.26	9.00	0.00	19	293	300	0.9766667
chr1	16400282	16400432	71.72	16400382	9.93	5.00	0.00	11	143	150	0.9533333
chr1	16417932	16418032	73.42	16417982	10.35	6.00	0.00	6	82	100	0.8200000
chr1	16422132	16422232	57.05	16422182	6.63	4.00	0.00	6	79	100	0.7900000
chr1	16447532	16447932	253.71	16447682	110.81	9.00	0.00	56	400	400	1.0000000
chr1	16661332	16661432	58.30	16661382	6.88	4.00	0.00	9	89	100	0.8900000
chr1	16693532	16693732	131.44	16693632	30.74	7.00	0.00	41	200	200	1.0000000
chr1	16840432	16840732	102.72	16840532	19.24	5.00	0.00	23	190	300	0.6333333
chr1	16872482	16872632	71.83	16872532	9.95	6.00	0.00	4	62	150	0.4133333
chr1	16934782	16934982	124.24	16934882	27.60	7.00	0.00	44	200	200	1.0000000
chr1	17004682	17004782	59.74	17004732	7.18	5.00	0.00	4	61	100	0.6100000
chr1	17029882	17029932	57.55	17029932	6.73	6.00	0.00	5	33	50	0.6600000
chr1	17513582	17513682	55.87	17513632	6.40	4.00	0.00	3	87	100	0.8700000
chr1	17667182	17667282	65.72	17667232	8.49	5.00	0.00	5	100	100	1.0000000
chr1	17692532	17692632	60.40	17692582	7.32	4.00	0.00	1	29	100	0.2900000
chr1	17843482	17843682	96.38	17843582	17.07	5.00	0.00	15	194	200	0.9700000
chr1	18029382	18029432	54.47	18029432	6.12	5.00	0.00	2	31	50	0.6200000
chr1	18231032	18231082	54.54	18231032	6.14	10.00	0.00	2	42	50	0.8400000
chr1	18238482	18238582	71.20	18238532	9.80	6.00	0.00	6	100	100	1.0000000
chr1	18283082	18283132	54.40	18283082	6.11	11.00	0.00	5	14	50	0.2800000
chr1	18385882	18386032	72.70	18385982	10.17	5.00	0.00	8	145	150	0.9666666
chr1	18528482	18528782	213.41	18528632	78.84	8.00	0.00	38	264	300	0.8800000
chr1	18585532	18585582	58.15	18585582	6.85	6.00	0.00	3	50	50	1.0000000
chr1	18611182	18611432	213.99	18611282	79.26	9.00	0.00	33	243	250	0.9720000
chr1	18615332	18615432	65.77	18615382	8.50	5.00	0.00	6	100	100	1.0000000
chr1	18646632	18646732	76.30	18646682	11.10	6.00	0.00	9	100	100	1.0000000
chr1	18681332	18681582	113.39	18681432	23.19	6.00	0.00	12	228	250	0.9120000
chr1	18692682	18692882	83.21	18692832	13.00	5.00	0.00	13	182	200	0.9100000
chr1	18725082	18725282	81.78	18725182	12.60	5.00	0.00	13	197	200	0.9850000
chr1	18734182	18734282	63.25	18734232	7.94	5.00	0.00	5	76	100	0.7600000
chr1	18767282	18767482	101.34	18767382	18.76	6.00	0.00	12	184	200	0.9200000
chr1	18790882	18791132	142.37	18790982	35.84	7.00	0.00	23	250	250	1.0000000
chr1	18797382	18797432	55.30	18797382	6.29	5.00	0.00	4	50	50	1.0000000
chr1	18862032	18862432	164.48	18862232	47.40	7.00	0.00	28	362	400	0.9050000
chr1	18881232	18881332	67.41	18881282	8.89	6.00	0.00	8	100	100	1.0000000
chr1	18911432	18911482	63.09	18911482	7.90	7.00	0.00	5	49	50	0.9800000
chr1	18919132	18919232	80.71	18919182	12.30	6.00	0.00	5	100	100	1.0000000
chr1	18967482	18967682	84.26	18967582	13.31	5.00	0.00	11	200	200	1.0000000
chr1	18995382	18995532	78.41	18995482	11.66	5.00	0.00	9	150	150	1.0000000
chr1	19046682	19046882	97.65	19046782	17.50	6.00	0.00	11	200	200	1.0000000
chr1	19125132	19125332	110.98	19125232	22.26	6.00	0.00	11	153	200	0.7650000
chr1	19229832	19229932	65.28	19229882	8.39	5.00	0.00	10	100	100	1.0000000
chr1	19271882	19271982	60.00	19271932	7.24	4.00	0.00	6	100	100	1.0000000
chr1	19315482	19315582	77.36	19315532	11.38	6.00	0.00	9	100	100	1.0000000
chr1	19333982	19334232	113.73	19334132	23.32	6.00	0.00	20	245	250	0.9800000
chr1	19337132	19337282	66.76	19337232	8.73	5.00	0.00	12	150	150	1.0000000
chr1	19348832	19348882	58.06	19348882	6.84	5.00	0.00	3	35	50	0.7000000
chr1	19394232	19394332	64.94	19394282	8.31	5.00	0.00	6	85	100	0.8500000
chr1	19412482	19412532	56.46	19412482	6.51	7.00	0.00	1	28	50	0.5600000
chr1	19419482	19419532	54.66	19419532	6.16	5.00	0.00	5	50	50	1.0000000
chr1	19613132	19613182	54.58	19613132	6.15	8.00	0.00	4	50	50	1.0000000
chr1	19752382	19752482	65.36	19752432	8.41	5.00	0.00	12	100	100	1.0000000
chr1	19753832	19753982	76.00	19753932	11.02	5.00	0.00	14	150	150	1.0000000
chr1	19841082	19841332	129.57	19841232	29.90	7.00	0.00	16	177	250	0.7080000
chr1	20042232	20042282	53.91	20042282	6.02	4.00	0.00	5	50	50	1.0000000
chr1	20102882	20102982	62.32	20102932	7.73	5.00	0.00	3	100	100	1.0000000
chr1	20306932	20307132	105.92	20307032	20.38	7.00	0.00	18	187	200	0.9350000
chr1	20385282	20385332	56.83	20385282	6.59	5.00	0.00	2	47	50	0.9400000
chr1	20512582	20512632	56.09	20512582	6.44	5.00	0.00	4	49	50	0.9800000
chr1	20513682	20513932	183.58	20513782	58.71	8.00	0.00	19	213	250	0.8520000
chr1	20683432	20683582	54.70	20683532	6.17	4.00	0.00	12	149	150	0.9933333
chr1	20857532	20857882	154.07	20857682	41.75	7.00	0.00	33	334	350	0.9542857
chr1	20864932	20865582	155.88	20865432	42.71	5.00	0.00	35	463	650	0.7123077
chr1	21111282	21111432	85.07	21111382	13.54	6.00	0.00	14	150	150	1.0000000
chr1	21223432	21223582	87.34	21223482	14.22	5.00	0.00	9	134	150	0.8933333
chr1	21390732	21390832	67.48	21390782	8.90	6.00	0.00	8	94	100	0.9400000
chr1	21452932	21453132	103.17	21453032	19.40	6.00	0.00	10	182	200	0.9100000
chr1	21578332	21578832	516.10	21578582	200.00	15.00	0.00	98	456	500	0.9120000
chr1	21602982	21603282	259.33	21603132	115.71	11.00	0.00	26	200	300	0.6666667
chr1	21646132	21646432	204.66	21646332	72.63	9.00	0.00	44	290	300	0.9666666
chr1	21665232	21665532	299.66	21665382	153.96	12.00	0.00	67	298	300	0.9933333
chr1	21794682	21794782	65.04	21794732	8.34	6.00	0.00	6	69	100	0.6900000
chr1	21795232	21795382	102.63	21795282	19.21	7.00	0.00	11	150	150	1.0000000
chr1	21822032	21822132	68.36	21822082	9.11	5.00	0.00	3	63	100	0.6300000
